OriginID,calc_type,model,amplification,exposure,weight,file
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,MIM,SA03,RF,0.075,calc_25649.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,MIM,SA1,RB,0.025,calc_25647.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,MIM,SA1,RF,0.075,calc_25650.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,SAM,N/A,RB,0.175,calc_25905.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,damage,SAM,N/A,RF,0.525,calc_25906.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,MIM,PGV,RB,0.025,calc_25413.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,MIM,PGV,RF,0.075,calc_25416.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,MIM,SA03,RB,0.025,calc_25414.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,MIM,SA03,RF,0.075,calc_25417.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,MIM,SA1,RB,0.025,calc_25415.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,MIM,SA1,RF,0.075,calc_25418.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,SAM,N/A,RB,0.175,calc_25483.hdf5
smi:ch.ethz.sed/scenario/Origin/Vaduz_M6_0,risk,SAM,N/A,RF,0.525,calc_25484.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,MIM,PGV,RB,0.025,calc_26205.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,MIM,PGV,RF,0.075,calc_26208.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,MIM,SA03,RB,0.025,calc_26206.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,MIM,SA03,RF,0.075,calc_26209.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,MIM,SA1,RB,0.025,calc_26207.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,MIM,SA1,RF,0.075,calc_26210.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,SAM,N/A,RB,0.175,calc_26223.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,damage,SAM,N/A,RF,0.525,calc_26224.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,MIM,PGV,RB,0.025,calc_26151.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,MIM,PGV,RF,0.075,calc_26154.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,MIM,SA03,RB,0.025,calc_26152.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,MIM,SA03,RF,0.075,calc_26155.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,MIM,SA1,RB,0.025,calc_26153.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,MIM,SA1,RF,0.075,calc_26156.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,SAM,N/A,RB,0.175,calc_26169.hdf5
smi:ch.ethz.sed/scenario/Origin/Vernier_M6_0,risk,SAM,N/A,RF,0.525,calc_26172.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,MIM,PGV,RB,0.025,calc_26097.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,MIM,PGV,RF,0.075,calc_26100.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,MIM,SA03,RB,0.025,calc_26098.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,MIM,SA03,RF,0.075,calc_26101.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,MIM,SA1,RB,0.025,calc_26099.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,MIM,SA1,RF,0.075,calc_26102.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,SAM,N/A,RB,0.175,calc_26103.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,damage,SAM,N/A,RF,0.525,calc_26104.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,MIM,PGV,RB,0.025,calc_26089.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,MIM,PGV,RF,0.075,calc_26092.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,MIM,SA03,RB,0.025,calc_26090.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,MIM,SA03,RF,0.075,calc_26093.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,MIM,SA1,RB,0.025,calc_26091.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,MIM,SA1,RF,0.075,calc_26094.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,SAM,N/A,RB,0.175,calc_26095.hdf5
smi:ch.ethz.sed/scenario/Origin/Wettingen_M6_0,risk,SAM,N/A,RF,0.525,calc_26096.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,MIM,PGV,RB,0.025,calc_25840.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,MIM,PGV,RF,0.075,calc_25843.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,MIM,SA03,RB,0.025,calc_25841.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,MIM,SA03,RF,0.075,calc_25844.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,MIM,SA1,RB,0.025,calc_25842.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,MIM,SA1,RF,0.075,calc_25845.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,SAM,N/A,RB,0.175,calc_25907.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,damage,SAM,N/A,RF,0.525,calc_25908.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,MIM,PGV,RB,0.025,calc_25824.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,MIM,PGV,RF,0.075,calc_25827.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,MIM,SA03,RB,0.025,calc_25825.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,MIM,SA03,RF,0.075,calc_25828.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,MIM,SA1,RB,0.025,calc_25826.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,MIM,SA1,RF,0.075,calc_25829.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,SAM,N/A,RB,0.175,calc_25832.hdf5
smi:ch.ethz.sed/scenario/Origin/Winterthur_M6_0,risk,SAM,N/A,RF,0.525,calc_25833.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,MIM,PGV,RB,0.025,calc_26211.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,MIM,PGV,RF,0.075,calc_26214.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,MIM,SA03,RB,0.025,calc_26212.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,MIM,SA03,RF,0.075,calc_26215.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,MIM,SA1,RB,0.025,calc_26213.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,MIM,SA1,RF,0.075,calc_26216.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,SAM,N/A,RB,0.175,calc_26225.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,damage,SAM,N/A,RF,0.525,calc_26226.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,MIM,PGV,RB,0.025,calc_26157.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,MIM,PGV,RF,0.075,calc_26160.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,MIM,SA03,RB,0.025,calc_26158.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,MIM,SA03,RF,0.075,calc_26161.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,MIM,SA1,RB,0.025,calc_26159.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,MIM,SA1,RF,0.075,calc_26162.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,SAM,N/A,RB,0.175,calc_26173.hdf5
smi:ch.ethz.sed/scenario/Origin/Yverdon_les_Bains_M6_0,risk,SAM,N/A,RF,0.525,calc_26174.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,MIM,PGV,RB,0.025,calc_25651.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,MIM,PGV,RF,0.075,calc_25654.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,MIM,SA03,RB,0.025,calc_25652.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,MIM,SA03,RF,0.075,calc_25655.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,MIM,SA1,RB,0.025,calc_25653.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,MIM,SA1,RF,0.075,calc_25656.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,SAM,N/A,RB,0.175,calc_25909.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,damage,SAM,N/A,RF,0.525,calc_25910.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,MIM,PGV,RB,0.025,calc_25419.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,MIM,PGV,RF,0.075,calc_25422.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,MIM,SA03,RB,0.025,calc_25420.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,MIM,SA03,RF,0.075,calc_25423.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,MIM,SA1,RB,0.025,calc_25421.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,MIM,SA1,RF,0.075,calc_25424.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,SAM,N/A,RB,0.175,calc_25485.hdf5
smi:ch.ethz.sed/scenario/Origin/Zug_M6_0,risk,SAM,N/A,RF,0.525,calc_25486.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,MIM,PGV,RB,0.025,calc_25657.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,MIM,PGV,RF,0.075,calc_25660.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,MIM,SA03,RB,0.025,calc_25658.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,MIM,SA03,RF,0.075,calc_25661.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,MIM,SA1,RB,0.025,calc_25659.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,MIM,SA1,RF,0.075,calc_25662.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,SAM,N/A,RB,0.175,calc_25911.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,damage,SAM,N/A,RF,0.525,calc_25912.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,MIM,PGV,RB,0.025,calc_25425.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,MIM,PGV,RF,0.075,calc_25428.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,MIM,SA03,RB,0.025,calc_25426.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,MIM,SA03,RF,0.075,calc_25429.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,MIM,SA1,RB,0.025,calc_25427.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,MIM,SA1,RF,0.075,calc_25430.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,SAM,N/A,RB,0.175,calc_25487.hdf5
smi:ch.ethz.sed/scenario/Origin/Zurich_M6_0,risk,SAM,N/A,RF,0.525,calc_25488.hdf5
